section,setting,dataset,task,model_source,n_conversations,user_turns,assistant_turns,passive_pct_user_turns,active_pct_user_turns,constructive_pct_user_turns,cognitive_overall_pct_user_turns,emotional_expression_pct_user_turns,scaffolded_pct_assistant_turns,notes
2.1,LMSYS coding,LMSYS,coding,LMSYS::vicuna-7b,333,998,997,0.7014,35.1703,4.4088,40.2806,1.0020,25.1755,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS coding,LMSYS,coding,LMSYS::wizardlm-13b,341,1104,1086,0.4529,29.0761,5.5254,35.0543,1.2681,23.9411,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::RWKV-4-Raven-14B,206,643,643,0.6221,13.2193,1.3997,15.2411,0.0000,17.8849,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::alpaca-13b,956,3455,3453,1.7945,10.8828,0.9841,13.6614,0.3763,10.8601,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::chatglm-6b,479,1636,1493,0.4279,10.5134,1.2836,12.2249,0.3667,20.4956,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::claude-1,461,1810,1810,0.7735,12.3757,1.1602,14.3094,0.5525,26.4088,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::dolly-v2-12b,292,855,852,0.7018,9.2398,1.0526,10.9942,0.1170,6.8075,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::fastchat-t5-3b,327,1114,1113,0.5386,11.3106,0.5386,12.3878,0.0000,14.9146,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::gpt-3.5-turbo,162,578,578,0.5190,17.8201,2.7682,21.1073,0.1730,12.4567,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::gpt-4,176,726,727,0.6887,9.5041,1.6529,11.8457,0.0000,16.6437,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::gpt4all-13b-snoozy,125,410,410,1.4634,15.8537,2.6829,20.0000,0.0000,27.5610,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::guanaco-33b,254,779,762,0.2567,11.6816,1.1553,13.0937,0.0000,19.4226,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::koala-13b,1406,5127,5028,1.0728,14.9795,1.4043,17.4566,0.1365,20.3660,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::llama-13b,368,1048,1036,1.6221,9.3511,0.9542,11.9275,0.0000,19.4015,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::llama-2-13b-chat,838,2613,2477,1.6456,15.3846,2.4876,19.5178,0.4210,37.9088,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::mpt-30b-chat,151,451,449,0.6652,14.8559,2.4390,17.9601,0.2217,19.1537,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::mpt-7b-chat,276,1003,1003,1.3958,9.8704,0.8973,12.1635,0.0000,16.2512,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::oasst-pythia-12b,288,911,911,1.0977,13.5016,1.6465,16.2459,0.0000,15.2580,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::palm-2,109,399,399,0.5013,12.2807,2.0050,14.7870,0.0000,11.5288,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::stablelm-tuned-alpha-7b,184,520,519,0.3846,12.1154,1.7308,14.2308,0.0000,23.1214,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::vicuna-13b,12642,49412,48275,1.1192,12.7580,1.5482,15.4254,0.2165,19.3578,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::vicuna-33b,598,1865,1801,1.5550,10.0268,1.9839,13.5657,0.2145,18.6563,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::vicuna-7b,318,1164,1165,1.1168,10.4811,0.8591,12.4570,0.0859,15.1931,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,LMSYS writing,LMSYS,writing,LMSYS::wizardlm-13b,206,629,620,0.7949,11.4467,1.9078,14.1494,0.4769,18.7097,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,SC coding,ShareChat,coding,ShareChat::chatgpt,2069,10043,10034,1.9217,27.3424,15.4336,44.6978,3.4651,49.2725,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,SC coding,ShareChat,coding,ShareChat::perplexity,242,624,610,0.1603,44.0705,6.5705,50.8013,0.3205,51.3115,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,SC writing,ShareChat,writing,ShareChat::chatgpt,1313,6545,6520,5.2101,23.2391,5.4087,33.8579,0.3667,21.9632,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,SC writing,ShareChat,writing,ShareChat::perplexity,103,253,253,0.3953,24.1107,1.1858,25.6917,0.0000,28.4585,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-3.5-turbo,7701,31948,32114,0.6636,41.8461,8.3792,50.8889,0.8076,39.7802,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-3.5-turbo-0125,1434,6038,6088,0.4637,45.6111,6.6578,52.7327,0.5797,29.3035,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-3.5-turbo-0301,1967,8390,8419,0.8343,43.0274,7.3897,51.2515,0.9058,40.6462,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-3.5-turbo-0613,3887,15385,15453,0.4940,42.2684,8.9308,51.6932,0.9360,36.6142,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4,1121,3869,3882,0.4652,32.4115,13.6986,46.5753,1.1631,28.6965,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4-0125-preview,1722,6010,6034,0.4659,40.9484,10.7654,52.1797,0.4992,74.6603,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4-0314,716,2436,2441,0.2874,32.1839,10.8374,43.3087,1.1084,24.4162,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4-1106-preview,2266,8568,8615,0.5836,38.6204,12.8852,52.0892,1.0854,70.3540,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4-turbo-2024-04-09,419,1434,1438,0.7671,39.9582,10.8089,51.5342,0.3487,71.6273,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4.1-mini-2025-04-14,1493,5479,5521,1.1133,34.9334,7.3736,43.4203,1.0403,69.2809,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4o-2024-05-13,2037,7250,7279,0.4000,41.5034,10.4000,52.3034,1.0759,64.6243,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4o-2024-08-06,3459,13213,13248,0.5752,38.8784,10.5654,50.0189,1.0293,65.2476,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4o-2024-11-20,343,1292,1296,0.3870,32.2755,7.6625,40.3251,1.3158,75.1543,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC coding,WildChat,coding,WildChat::gpt-4o-mini-2024-07-18,3313,12761,12795,0.7680,39.0408,7.9931,47.8019,1.3479,66.4166,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-3.5-turbo,5301,22568,22734,1.5110,13.2311,1.4534,16.1955,0.0709,22.9656,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-3.5-turbo-0125,2055,9867,9908,0.6993,8.6146,2.8681,12.1820,0.5169,12.1720,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-3.5-turbo-0301,548,2452,2462,1.3051,11.8679,0.8972,14.0701,6.9331,17.7904,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-3.5-turbo-0613,12149,43771,44237,0.6808,11.2517,1.6655,13.5980,0.2193,21.9567,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4,1216,3720,3781,0.6989,10.1344,1.9355,12.7688,0.1613,26.5538,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4-0125-preview,2242,9653,9684,0.6837,14.5033,2.3309,17.5179,0.4247,27.6952,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4-0314,151,469,469,0.4264,15.1386,1.2793,16.8443,4.0512,35.3945,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4-1106-preview,2497,9879,9982,0.7794,14.7687,2.5104,18.0585,0.4859,26.2973,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4-turbo-2024-04-09,920,3898,3913,1.1801,14.7768,2.2319,18.1888,0.4618,25.0192,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4.1-mini-2025-04-14,1731,8547,8577,3.1122,15.5493,2.7144,21.3759,0.8190,21.5926,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4o-2024-05-13,2506,10581,10632,0.9640,14.2142,3.2984,18.4765,0.7561,25.4138,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4o-2024-08-06,3651,16608,16675,1.4812,14.8844,2.7818,19.1474,0.5419,26.4408,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4o-2024-11-20,339,1349,1360,2.5204,12.9726,2.3721,17.8651,0.4448,30.8824,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
2.1,WC writing,WildChat,writing,WildChat::gpt-4o-mini-2024-07-18,4228,20343,20410,1.2388,13.9802,2.7380,17.9570,1.0520,26.2812,"Model/source levels are shown when at least 100 conversations are available within the setting; WildChat uses chat_model, LMSYS uses model recovered from conversation identifiers and ShareChat uses public assistant/source family."
